,Date,Dead,Injured,Location and description
156,May 20,2,8,"Kandahar Province, Afghanistan. Two Afghan police officers were killed and eight police officers wounded after they were attacked by a suicide bomber in Kandahar province.[158]"
157,May 20,34,70,"Baghdad, Iraq. A massive car bombing in northern Baghdad by several restaurants killed thirty-four people and injured seventy.[159]"
158,May 21,12,25,"Baghdad, Iraq. A suicide bomber detonated his explosives at a market in southern Baghdad killing twelve and injuring twenty-five.[160]"
159,May 21,8,7,"Kirkuk, Iraq. Anti-Al Qaeda forces were targeted by a suicide bomber dressed in an Iraqi army uniform at a Kirkuk military base. Eight Anti-Al Qaeda militia were killed and seven were wounded in the bombing.[161]"
160,May 23,2,15,"Kathmandu, Nepal. An explosion rocked a Christian church in Kathmandu, Nepal during Saturday morning mass in this mostly Buddhist and Hindu nation. An Indian national and a Nepalese civilian were killed in the blast and fifteen were hurt. Communal and religious violence in this mountainous nation is extremely rare and police state an underground Hindu organization made a claim of responsibility for the blast.[162]"
161,May 24,7,10,"Mogadishu, Somalia. An insurgent detonated his suicide car bomb at the entrance of a pro-government military camp killing six police officers and one civilian and injuring at least ten people.[163]"
162,May 24,1,38,"Mosul, Iraq. A suicide car bomber detonated his explosives in the northern city of Mosul killing one person and injuring thirty-eight people.[164]"
163,May 25,0,0,"New York City, United States. A small explosive device exploded out front of a Starbucks in New York City destroying a bench it had been placed on. No injuries or deaths were reported in the blast.[165]"
164,May 26,3,2,"Fallujah, Iraq. One U.S soldier and two U.S civilians working for the Department of Defense and the State Department respectively were killed when a roadside bomb detonated when their convoy passed by in Fallujah. Two civilians for the Department of Defense were wounded.[166]"
165,May 27,30,250,"Lahore, Pakistan. About 30 people were killed and 250 injured after four gunmen opened fire and detonated a car bomb[167]"
166,May 28,8,100,"Peshawar, Pakistan. Two bicycle bombs exploded at a busy market in Peshawar, Pakistan killing eight people and wounding one hundred others. This is the second straight bombing in a Pakistani city in twenty-four hours by Taliban militants to protest a Pakistani military offensive in the Swat Valley.[168]"
167,May 28,19,80,"Zahedan, Iran. An explosion at a prominent Shi'ite Muslim mosque in the southeast Iranian city of Zahedan on Thursday killed 19 people and wounded 80, the semi-official news agency ILNA reported.[169]"
168,May 30,0,0,"Quito, Ecuador. A right-wing television station with fifty employees onsite, and the Ministry of Education building in a northern Quito, Ecuador suburb were targeted by two letter bombs that exploded early on Saturday morning. The two blasts caused moderate damage to both the TV station and the Education Ministry building but no deaths or injuries were reported. Anti-government letters were found near both locations.[170]"
169,June 1,1,1,"Little Rock, Arkansas, United States. Abdulhakim Mujahid Muhammad, an American Muslim opened fire on a U.S. military recruiting office. Private William Long was killed and Private Quinton Ezeagwula was wounded.[171]"
170,June 2,0,0,"Jvari, Georgia.  A bomb blast damaged the Tbilisi-to-Zugdidi railway line.  No one was killed or injured in the blast. The blast happened near the village of Jvari by the Georgia-Abkhazia border just two hours before a passenger train was due to travel the route.[172]"
171,June 3,2,4,"Cotabato, Philippines. An unarmed Filipino soldier and a civilian was killed in an explosion outside Cotabato and four unarmed soldiers were injured.[173]"
172,June 4,0,5,"Yala Province, Thailand. Muslim separatists detonated an explosive device near a police patrol in Yala province injuring five, including three police officers.[174]"
173,June 5,0,0,Spain A homemade bomb went off outside a policeman's home near Bilbao causing material damage but no injuries.[175]
174,June 5,38,50,"Upper Dir, Pakistan. A suicide bomb ripped through a mosque packed with worshippers in northwest Pakistan Friday, killing 38 people and wounding dozens more in the deadliest such attack in more than two months.[176]"
175,June 5,1,4,"Dagestan, Russia The interior minister of Dagestan, was shot dead outside a wedding reception in the capital, Makhachkala. At least four other people were wounded including the father of the bride and a senior policemen.[177]"
176,June 7,0,0,"Olivenza, Spain. On the day of the 2009 European polls voting in Spain, a bomb explodes in a local office of the conservative party Partido Popular.[178]"
177,June 8,9,24,"Baghdad, Iraq. A bomb attached to a minibus exploded at the entrance of a bus station in Baghdad, killing 9 people and wounding another 24.[179]"
178,June 8,11,12,"Narathiwat, Thailand. At least eleven were killed and twelve wounded when gunmen opened fire on worshippers at a mosque in Thailand's Muslim-majority south. The attack comes amid a sudden spike in a five-year insurgency that has left 3,700 people dead.[180]"
179,June 9,18,52,"Peshawar, Pakistan. A suicide bomb attack on a luxury hotel in the north-west Pakistani city of Peshawar, has killed 18 people and injured at least 52.[181]"
180,June 10,1,1,"Washington, D.C., United States. A racist elderly man, identified as James W. von Brunn, began to shoot people indiscriminately in the Holocaust Memorial Museum, killing one security guard and injuring another.[182]"
181,June 10,28,40,"Bathaa, Iraq. Car bomb explodes in a crowded market.[183]"
182,June 10,1,5,"Ingushetia, Russia A top judge was shot dead by unknown gunmen, as she was dropping her children off at school. It is known that a small child was among those who had been injured.[184]"
183,June 11,2,13,"Peshawar, Pakistan. Two people were killed and 13 others including police were injured Thursday in a grenade and suicide bomb attack targeting security forces in Peshawar, police said.[185]"
184,June 15,0,0,"Ponferrada, Spain. A homemade bomb explodes in front of a Unión General de Trabajadores (UGT) office in the city of Ponferrada, causing extensive damage to the local. No injuries were reported in the attack against the trade union.[186]"
185,June 17,0,0,"Vigo, Spain. A bomb explodes in a bank in the northern city of Vigo, in Spain. No injuries were reported. Another explosive device exploded in the house of a businessman. Another explosive device placed in the car of a TAV worker exploded in Northern Spain that same day. The two first attacks were blamed on Galician separatists while the third to ETA young members.[187]"
186,June 18,20,37,"Beledweyen, Somalia. 2009 Beledweyne bombing The National Security Minister Omar Hashi Aden was killed along with nineteen others after he was targeted by an insurgent suicide car bomber in a town west of Mogadishu. Dozens of others were injured in the brazen attack on the transitional government.[188]"
187,June 19,1,0,"Bilbao, Spain. A senior police officer is killed in a car bomb attack in the Spanish city of Bilbao. The bomb, which was attached to the victim's car, is blamed on Basque separatists ETA[189]"
188,June 20,73,185,"Taza, Iraq. June 2009 Taza bombing A truck bomb explodes near a mosque in Taza, a town 10 miles south of Kirkuk, killing 73 people and leaving about 185 others injured.[190]"
189,June 20,0,1,"Terrassa, Spain. Catalan separatists tossed flaming Molotov cocktails at a crowd watching a football match between Spain and South Africa. luckily, only a cameraman was injured in the attack.[191]"
190,June 20,1,2,Iran A suicide bomb reportedly explodes at the shrine of former Grand Ayatollah Ruhollah Khomeini.
191,June 22,0,0,"Vigo, Spain. Another bomb explodes in the northern city of Vigo causing great damage but no injuries.[192]"
192,June 22,4,5,"Nazran, Ingushetia, Russia A suicide bomber targeted the Ingush president, Yunus-bek Yevkurov, injuring five people including himself. It is also known that four people were killed in this suicide blast.[193]"
193,June 24,72,100+,"Baghdad, Iraq. A bomb exploding at a market in Sadr City leaves 72 people dead and more than 100 injured.[194]"
194,July 5,6,45~55,"Cotabato City, Mindanao, Philippines. A bomb exploded outside a Roman Catholic cathedral, killing six and injuring up to 45.[195]"
195,July 5,0,2,"Bujanovac, Serbia. Two policemen, Nenad Nikolić and Miloš Cerović were injured in RPG attack on their vehicle while patrolling the village of Lučane near Bujanovac.[196]"
196,July 7,6,40,"Jolo and Iligan, Mindanao, Philippines. Two bombs exploded in two separate cities, killing six and injuring up to 40.[197]"
197,July 7,0,0,"Durango, Spain. A powerful bomb damages a recreation center of the ruling Socialist Party in Northern Basque region of Spain. No one was injured in the attack, claimed to ETA.[198]"
198,July 9,33,70+,"Tal Afar, Iraq. 33 people are killed and more than 70 injured in a double suicide bombing."
199,July 11,4,38,"Mosul, Iraq. 4 people are killed following a car bomb that also left 38 civilians wounded.[199]"
200,July 17,9,&gt;50,"Jakarta, Indonesia: 9 people are killed following the bombing of the JW Marriott Hotel and Ritz-Carlton.[200]"
201,July 22,5,32,"Khanaqin, Iraq: Iranian pilgrims on the way to Baghdad came under fire with 5 deaths resultant and another thirty-two injuries. The Iranian foreign ministry condemned the attacks saying the act was ""cruel and inhumane in the true sense of the word."" The laid blame for the attacks saying ""Unfortunately the presence of foreign military forces in Iraq has only emboldened terrorist elements to step out of line with their criminal acts."" [201]"
202,July 22,0,0,"Vescovato, France : A car bomb exploded against à police station in Vescovato (Corsica). This attack is claimed by FLNC.[202]"
203,July 26,6,10,"Grozny, Chechnya, Russia : A suicide bomber detonated his explosives at the entrance to a concert hall. It has been reported that four police officers were among those who were killed in this bombing.[203]"
204,July 29,0,65,"Burgos, Spain: A car bomb containing 200 kilogrames of explosives exploded in a 14-story barracks of the Guardia Civil in the northern city of Burgos. no deaths were reported, but more than 60 people were injured.[204]"
205,July 30,2,3,"Calvià, Majorca, Spain: A car bomb exploded outside a Guardia Civil offices in Calvià, Majorca, killing two members of the Guardia Civil Carlos Sáenz de Tejada and Diego Salva Lezaun. ETA was blamed for the attack and the authorities 'sealed' all entry and exit points to the island to avoid the terrorists' escape. Another explosive device was found under a policeman car in the same town some hours later and deactivated by police. ""Two Spain police killed by new bomb blamed on ETA"". Reuters UK. July 30, 2009. Retrieved July 30, 2009..mw-parser-output cite.citation{font-style:inherit}.mw-parser-output .citation q{quotes:""\""""""\""""""'""""'""}.mw-parser-output .id-lock-free a,.mw-parser-output .citation .cs1-lock-free a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Lock-green.svg/9px-Lock-green.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .id-lock-limited a,.mw-parser-output .id-lock-registration a,.mw-parser-output .citation .cs1-lock-limited a,.mw-parser-output .citation .cs1-lock-registration a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Lock-gray-alt-2.svg/9px-Lock-gray-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .id-lock-subscription a,.mw-parser-output .citation .cs1-lock-subscription a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Lock-red-alt-2.svg/9px-Lock-red-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration{color:#555}.mw-parser-output .cs1-subscription span,.mw-parser-output .cs1-registration span{border-bottom:1px dotted;cursor:help}.mw-parser-output .cs1-ws-icon a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/12px-Wikisource-logo.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output code.cs1-code{color:inherit;background:inherit;border:inherit;padding:inherit}.mw-parser-output .cs1-hidden-error{display:none;font-size:100%}.mw-parser-output .cs1-visible-error{font-size:100%}.mw-parser-output .cs1-maint{display:none;color:#33aa33;margin-left:0.3em}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration,.mw-parser-output .cs1-format{font-size:95%}.mw-parser-output .cs1-kern-left,.mw-parser-output .cs1-kern-wl-left{padding-left:0.2em}.mw-parser-output .cs1-kern-right,.mw-parser-output .cs1-kern-wl-right{padding-right:0.2em}"
206,August 10,46,100+,"Iraq Two truck bombs detonated in the Shia village of Khaznah near Mosul, killing at least 28, wounding at least 100 and destroying 30 homes. Two car bombs detonated near construction sites in Baghdad killing 18 and wounding many more. Forty killed in attacks on Shias on August 7.[205]"
207,August 12,1,1,"Ingushetia, Russia Two masked gunmen shot dead the construction minister for the republic of Ingushetia whilst he was in his office. His assistant was reportedly wounded in this assault.[206]"
208,August 13,21+,30+,"Sinjar, Iraq Two suicide bombers attack a crowded cafe in, killing 21 and injuring 30.[207]"
209,August 14,7,0,"Dagestan, Russia Unidentified gunmen attacked a sauna in Dagestan. In this attack it has been reported that all of the victims were women.[208]"
210,August 15,7,91,"Kabul, Afghanistan Suicide car bomb attacks NATO headquarters of Kabul.[209]"
211,August 17,25,164,"Nazran, Russia at least 25 people have been killed by a powerful bomb attack at a police station in southern Russia, officials and hospital sources say.[210]"
212,August 17,6,8,"Shabqadar, Pakistan Car bomb detonates at a petrol station in Shabqadar.[211]"
213,August 18,10,50+,"Kabul, Afghanistan A suicide car bomber kills 10 and wounds more than 50 in an attack on a convoy of Western troops in the Afghan capital.[212]"
214,August 18,4,8,"North Waziristan, Pakistan A suicide bomber rammed a vehicle packed with explosives into a check-post on the Bannu-Miranshah road in North Waziristan Agency.[213]"
215,August 19,101,536,"Baghdad, Iraq Seven car bombs are detonated in Baghdad.[214]"
216,August 21,4,1,"Grozny, Chechnya, Russia Two suicide bombers on bicycles targeted policemen in the Republic of Chechnya's capital city.[215]"
217,August 25,4,0,"Chechnya, Russia A suicide bomber detonated his explosives next to a police car in Mesker-Yurt, a town only around 20 km from the regional capital of Grozny.[216]"
218,August 25,2,0,"Helmand Province, Afghanistan Two Estonian soldiers were killed in a bomb attack[217]"
219,August 26,3,3,"San Vicente del Caguán, Colombia A bomb blast killed 3 civilians and wounded 3 other in the Caqueta department.[218]"
220,August 28,1,1,"Jeddah, Saudi Arabia A suicide bomber injures Saudi Prince Muhammad bin Nayef.[219]"
221,August 29,0,0,"Asunción, Paraguay  EPP detonated an IED at the Paraguayan Palace of Justice. The explosion caused minor property damage.[220]"
222,September 2,0,1,"Athens, Greece A bomb in a van explodes outside the Athens Stock Exchange, injuring a passerby and damaging the building, and a bomb explodes outside a government building in Thessaloniki causing minor damage but no injuries.[221]"
223,September 12,1,2,"Hangu, Pakistan Two Policemen were injured when a suicide bomber rammed his motorcycle into the main gate of the Doaba Police Station in the Hangu district.[222]"
224,September 17,21,10+,"Mogadishu, Somalia Two Shabaab suicide car bombers penetrated security at an African Union base and killed 21 people, including the deputy African Union commander and 16 other peacekeepers.[223]"
225,September 17,16,59,"Kabul, Afghanistan A suicide car bombing in Afghanistan's capital killed six Italian soldiers and 10 Afghan civilians. The Taliban claimed responsibility.[224]"
226,September 17,3,3,"Tal Afar, Iraq Three civilians are killed and three police officers are wounded when a suicide truck bomber attacks a police checkpoint."
227,September 18,30,50+,"Kohat, Pakistan A suicide bomber drives his explosive laden vehicle into a hotel.[225]"
228,September 28,4,11,"Bannu, Pakistan A suicide bomber rammed his explosives-laden vehicle into a car.[222]"
229,September 28,2,1,"Tal Afar, Iraq Two suspected insurgents were killed and a third was wounded in an explosives accident."
230,September 28,1,1,"Moscow, Russia A district official for Dagestan, was shot dead, as he was getting out of his car. His driver however was badly wounded in this attack.[226]"
231,October 5,5,4,"Islamabad, Pakistan A suicide bomber dressed in para military uniform blew himself up inside the country office of the United Nations World Food Program.[227]"
232,October 9,41+,100+,"Peshawar, Pakistan A minibus bomb is detonated in the crowded Khyber Bazaar, killing 41 and injuring more than 100.[228]"
233,October 10,20,Several,"Rawalpindi, Pakistan October 10: 10 Militants attack the heart of the Pakistani military, holding hostages, nine gunman were killed and one captured.[229]"
234,October 11,0,2,"Milan, Italy A Libyan man, Mohamed Game, tried to bring a bomb into a Carabinieri barracks in Milan but let it off at the entrance when he saw guards pointing their weapons at him. Investigators stressed they had found nothing so far to connect Game to a plan foiled last year to bomb the barracks in southwest Milan.[230]"
235,October 11,14,50,"Anbar, Iraq Two car bombs detonate at a hospital in Iraq's western Anbar province.[231]"
236,October 12,26,61,"Ramadi, Iraq 3 truck bombs hit a reconciliation meeting in the city.[232]"
237,October 12,41,Dozens,"Shangla district, Pakistan A suicide bomber strikes a security convoy in the district, which borders Swat, killing 41 people.[233]"
238,October 15,37,20+,Pakistan More than 20 militants attack police facilities in Lahore and Kohat.[234]
239,October 15,0,2,"Asunción, Paraguay. Insurgents abducted Fidel Zavala, a rancher from the region of Concepción. Before leaving, the rebels booby-trapped Zavala's vehicle; two policemen were wounded while investigating his disappearance.[235]"
240,October 18,31,25,"Pishin, Iran 31 people have died in the attack, in the province of Sistan-Baluchistan, and dozens more injured.[236]"
241,October 20,6,29,"Islamabad, Pakistan 6 people die in an attack on the International Islamic University when two suicide bombers detonate their explosives.[237]"
242,October 22,2,0,"Islamabad, Pakistan Gunmen assassinate a Pakistani Brigadier and his driver.[238]"
243,October 23,8,28,"Pakistan A suicide bomber kills 8 people and wounds 13 at a checkpoint near the Pakistan Aeronautical Complex in Kamra. Hours later, another suicide bomber strikes the city of Peshawar, wounding 15 people.[239]"
244,October 25,155,520+,"Baghdad, Iraq Two vehicles detonate in the Green Zone, killing at least 155 and injuring 520.[240]"
245,October 28,117,200+,"Peshawar, Pakistan A car bomb is detonated in a woman exclusive shopping district, and over 110 die with 200 or more injured.[241]"
246,November 2,35,60,"Rawalpindi, Pakistan Two suicide bombers on bicycles detonated their bombs in front of a bank[242]"
247,November 5,13,30,"Killeen, Texas, United States. Nidal Malik Hasan, while serving as a Major in the United States Army, opened fire killing 13 and wounding 30 at Fort Hood.[243]"
248,November 8,12,35,"Peshawar, Pakistan A suicide bomber targets an anti-Taliban mayor on the outskirts of the city, fatally wounding the mayor and killing civilians near the scene at a cattle market[244]"
249,November 9,3,5,"Peshawar, Pakistan A suicide bomber strikes a police post[245]"
250,November 10,24,100,"Charsadda, Pakistan A car bomb hits a busy market[246]"
251,November 13,17,56,"Peshawar, Pakistan A suicide bombing hits the Inter-Services Intelligence headquarters building, killing 12 and wounding 40 people. Another suicide bomber detonates his explosives in Baka Khel in the northwest of Pakistan, killing a further 5 people and injuring 16[247]"
252,November 14,10,25+,"Peshawar, Pakistan A blast goes off in the Pushta Khara area in the city when a suicide bomber detonates his explosive laden car at a police checkpoint[248]"
253,November 16,4,20,"Peshawar, Pakistan A suicide car bomber hits a police station[249]"
254,November 16,10,28,"Afghanistan Taliban launch rockets which hit a crowded market in the Tagab valley, north of Kabul, Afghanistan. At least 10 Afghan civilians are killed and 28 are wounded in the incident.[250]"
255,November 19,19,51,"Peshawar, Pakistan A bombing occurs outside of a local court[251]"
256,November 19,10,13,"Uruzgan province, Afghanistan A man detonates his explosive device in a crowded area, killing Afghan civilians[252]"
257,November 20,2,10,"Peshawar, Pakistan A blast goes off near a police station in the embattled city[253]"
258,November 20,13,36,"Farah, Afghanistan A suicide bomber on a motorcycle strikes at a market in the city.[254]"
259,November 22,7,25,"Assam, India Suspected ULFA militants triggered two blasts on bicycle close to a police station in Nalbari, Assam, killing at least seven persons and injuring 25 others.[255]"
260,November 24,6,3,"Khost Province, Afghanistan A bomb is remotely detonated at a water station, killing 6 Afghan civilians from the same family[256]"
261,November 26,0,3,"Peshawar, Pakistan Remotely detonated roadside bomb injures two policemen and a girl[257]"
262,November 27,26,90+,"Bologoye, Russia A bomb detonated on a track and derailed a train of the Nevsky Express, travelling from Moscow to St Petersburg, killing 26 people and injuring up to another 90 more. No group has claimed responsibility, though Chechen separatists and rebels in the North Caucasus are believed to be the most likely perpetrators for this attack[258][259]"
263,December 1,1,10,"Swat, Pakistan Pakistani government official is assassinated in a suicide bomb attack at his residence[260]"
264,December 2,1,2,"Islamabad, Pakistan Suicide bomber detonates at entrance to Pakistani Naval HQ[261]"
265,December 3,24,60,"Mogadishu, Somalia A male suicide bomber disguised as a woman detonates in a hotel meeting hall. The hotel was hosting a graduation ceremony for local medical students when the blast went off, killing four government ministers as well as other civilians.[262]"
266,December 4,38,80,"Rawalpindi, Pakistan Four gunmen attack a mosque which is frequented by current and former Pakistani military personnel. Security forces responded to the incident and a gun battle erupted, followed by three of the attackers detonating themselves.[263]"
267,December 5,1,5,"Zamboanga City, Philippines A cell-phone triggered improvised bomb explosion leveled a police station to the ground and greatly damaged a municipal jail.[264]"
268,December 7,10,44,"Peshawar, Pakistan A suicide bomber detonates outside a court in central Peshawar.[265]"
269,December 7,2,2,"Bajaur, Pakistan Two anti-Taliban tribal elders are assassinated by a remotely controlled bomb near a mosque.[266]"
270,December 7,7,0,"Tokat, Turkey Seven Turkish soldiers are killed in an ambush carried out by suspected PKK rebels.[267]"
271,December 7,8,25,"Baghdad, Iraq A bomb exploded at a school in Baghdad.[268]"
272,December 7,48,100,"Lahore, Pakistan Two bomb blasts ripped through a busy market as it was crammed in by shoppers. The attack, which injured some 100 people, sparked a huge blaze at the city's Moon Market. The blasts came just hours after a suicide bomber killed 10 people in Peshawar.[269]"
273,December 8,2,9,"Narathiwat, Thailand A motorcycle bombing bomb exploded in a crowded market in Thailand's south, killing two and injuring nine, just before a visit by the Malaysian and Thai premiers. The incident was blamed on Islamic separatists.[270]"
274,December 8,127,448,"Baghdad, Iraq A series of bombings killed at least 127 people and injured 448 others, making it the deadliest attack in Iraq since the October 25, 2009 Baghdad bombings.[271]"
275,December 8,12,25,"Multan, Pakistan Suicide attackers raid an ISI office in the city[272]"
276,December 10,4,17,"Guwahati, India A bomb in a crowded Assam marketplace kills four. The attack was blamed on National Democratic Front of Bodoland.[273]"
277,December 11,6,20,"Baghdad, Iraq Two bombs went off in a two-pronged bomb attack which seemed to be designed to ambush bystanders. The first bomb caused no casualties but attracted a crowd of onlookers who were then attacked by the second bomb, which killed at least six and wounded twenty.[274]"
278,December 15,8,10,"Kabul, Afghanistan A suicide bomber detonates near a hotel in Kabul.[275]"
279,December 15,3,0,"Bossaso, Somalia A roadside bomb in the port city of Bossaso kills three police officers.[276]"
280,December 15,33,50,"Dera Ghazi Khan, Pakistan A bomb blast hits a market in the central Pakistani town of Dera Ghazi Khan.[277]"
281,December 15,8,30,"Baghdad and Mosul, Iraq A series of three car bombs in central Baghdad kills four, the attack was followed by another co-ordinated car bombing in the northern city of Mosul where four people were also killed.[278]"
282,December 18,12,28,"Lower Dir District, Pakistan A suicide bomber detonates near a mosque used by police officers.[279]"
283,December 22,3,17,"Peshawar, Pakistan A suicide bomber blew himself up outside a press club.[280]"
284,December 24,4,12,"Peshawar, Pakistan A suicide bomber detonates his explosives at a checkpoint.[281]"
285,December 24,8,0,"Kandahar, Afghanistan A suicide bomber in a horse-drawn carriage detonates explosives near a hotel and government office.[282]"
286,December 24,23,0,"Hillah and Baghdad, Iraq Twin bomb blasts hit Hillah earlier in the day, followed by a blast at a local Shia funeral in Sadr city in Baghdad.[283]"
287,December 25,0,3,"United States.Nigerian Umar Farouk Abdulmutallab attempts to detonate an explosive on an aircraft en route from Amsterdam to Detroit. During the incident, the suspect ignites himself on fire until he is extinguished and overpowered by two passengers. The aircraft lands safely in Detroit with the only injuries reported to be the suspect himself and two others.[284]"
288,December 26,3,3,"Beirut, Lebanon A car bomb attack in the Lebanese capital Beirut targets a Hamas official.[285]"
289,December 27,6,0,"Kurram, Pakistan Militants in Pakistan blow up the house of local official Sarbraz Saddiqi, killing him, his wife and four children.[286]"
290,December 27,5,60,"Kashmir, Pakistan A suicide bomber detonates at a checkpoint outside a local Shia Muslim gathering point in the town of Muzaffarabad.[287]"
291,December 28,43,60,"Karachi, Pakistan A suicide bomber detonates at a crowded Shia Muslim procession.[288]"
292,December 31,0,0,"Paraguay EPP members attacked a small military outpost in the San Pedro Department, stealing weapons and burning it to the ground.[289]"
293,December 31,8,0,"Khost Province, Afghanistan A suicide bomber detonates his explosives after penetrating the Forward Operating Base Chapman in Khost Province, killing 8 American CIA employees including the person in charge of CIA operations at the base, making this worst attack against US intelligence officials since 1983. A Taliban spokesman said a member of the group working for the Afghan army had carried out the attack.[290] The attack was claimed by the Pakistani Taliban/[291]"
